,no,case_number,type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,image
246,325,2021-102363(1),아파트,서울특별시,서초구,반포동,742-10,,6.0,602,반포쎄레노아파트,"서울특별시 서초구 반포동 742-10 6층602호 (반포동,반포쎄레노아파트)",2023-02-15,2,배당종결,3,940,481,488,52,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/102363/64217.jpg
247,326,2022-1672(1),아파트,서울특별시,강남구,도곡동,467,,16.0,1603,타워팰리스,"서울특별시 강남구 도곡동 467 비동 16층1603호 (도곡동,타워팰리스)",2023-02-15,64,배당종결,2,1,1,1,78,2,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1672/114764.jpg
248,327,2022-106546(1),아파트,서울특별시,강남구,압구정동,458,84동,11.0,1105,현대아파트,"서울특별시 강남구 압구정동 458 84동 11층1105호 (압구정동,현대아파트)",2023-02-15,80,배당종결,1,4,3,4,94,7,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/106546/108458.jpg
249,328,2022-101380(1),아파트,서울특별시,노원구,상계동,1289,202동,11.0,1102,상계불암대림아파트,"서울특별시 노원구 상계동 1289 202동 11층1102호 (상계동,상계불암대림아파트)",2023-02-15,64,배당종결,2,808,517,625,77,15,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/101380/215791.jpg
250,329,2021-109517(1),아파트,서울특별시,강남구,도곡동,467,,54.0,5406,타워팰리스,"서울특별시 강남구 도곡동 467 씨동 54층5406호 (도곡동,타워팰리스)",2023-02-14,100,매각,0,2,2,3,104,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/109517/158168.jpg
251,330,2022-1696(1),아파트,서울특별시,서초구,반포동,18-1,125동,26.0,2603,래미안퍼스티지,"서울특별시 서초구 반포동 18-1 125동 26층2603호 (반포동,래미안퍼스티지)",2023-02-14,64,배당종결,2,3,1,2,70,2,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1696/09206_AUTO_136.jpg
252,331,2022-101602(1),아파트,서울특별시,관악구,신림동,86-3,,14.0,1407,청암두산위브센티움,"서울특별시 관악구 신림동 86-3 14층1407호 (신림동,청암두산위브센티움)",2023-02-14,64,배당종결,2,718,459,537,75,20,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101602/48112_AUTO_146.jpg
253,332,2021-57499(1),아파트,서울특별시,은평구,진관동,25,924동,3.0,303,은평뉴타운구파발,"서울특별시 은평구 진관동 25 924동 3층303호 (진관동,은평뉴타운구파발)",2023-02-14,80,배당종결,2,1,1,945,70,2,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/57499/132417.jpg
254,333,2022-1448(1),아파트,서울특별시,은평구,대조동,6-19,,2.0,203,,서울특별시 은평구 대조동 6-19 2층203호,2023-02-14,64,배당종결,2,240,153,180,75,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/1448/195090.jpg
255,334,2022-52521(1),아파트,서울특별시,서대문구,연희동,747,105동,7.0,702,연희파크푸르지오,"서울특별시 서대문구 연희동 747 105동 7층702호 (연희동,연희파크푸르지오)",2023-02-14,64,배당종결,2,1,748,896,77,4,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/52521/191806.jpg
256,335,2022-107071(1),아파트,서울특별시,양천구,신월동,1029,102동,3.0,303,신도신월1차아파트,"서울특별시 양천구 신월동 1029 제102동 제3층 제303호 (신월동, 신도신월1차아파트)",2023-02-14,64,배당종결,2,768,491,601,78,8,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/107071/56312_AUTO_176.jpg
257,336,2021-109011(1),아파트,서울특별시,도봉구,쌍문동,158,701동,1.0,102,쌍문한양7차아파트,"서울특별시 도봉구 쌍문동 158 701동 1층102호 (쌍문동,쌍문한양7차아파트)",2023-02-14,41,배당종결,4,610,249,255,42,1,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/109011/101938.jpg
258,337,2019-108685(1),아파트,서울특별시,영등포구,신길동,340-1,,2.0,7,,서울특별시 영등포구 신길동 340-1 다동 2층7호,2023-02-09,80,배당종결,1,731,584,585,80,1,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2019/108685/230125.jpg
259,338,2021-5635(1),아파트,서울특별시,구로구,개봉동,361-1,,4.0,402,개봉프라자,"서울특별시 구로구 개봉동 361-1 제4층 제402호 (개봉동, 개봉프라자)",2023-02-08,64,배당종결,2,507,324,355,70,1,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/5635/75084.jpg
260,339,2021-1472(1),아파트,서울특별시,은평구,구산동,27-15,,8.0,801,,서울특별시 은평구 구산동 27-15 8층801호,2023-02-07,80,배당종결,1,233,186,193,83,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1472/122289.jpg
261,340,2021-3164(1),아파트,서울특별시,마포구,망원동,433-9,,4.0,403,망원동미원2차아파트,"서울특별시 마포구 망원동 433-9 4층403호 (망원동,망원동미원2차아파트)",2023-02-07,64,배당종결,2,850,544,620,73,2,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3164/37892_AUTO_35.jpg
262,341,2022-54459(1),아파트,서울특별시,서대문구,연희동,51-74,,4.0,501,로엠아트빌,"서울특별시 서대문구 연희동 51-74 4층501호 (연희동,로엠아트빌)",2023-02-07,80,배당종결,1,351,280,293,84,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/54459/195657.jpg
263,342,2021-4468(1),아파트,서울특별시,노원구,상계동,656,1115동,2.0,217,상계주공아파트,"서울특별시 노원구 상계동 656 1115동 2층217호 (상계동,상계주공아파트)",2023-02-07,64,배당종결,2,888,568,621,70,4,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/4468/135361.jpg
264,343,2021-110685(1),아파트,서울특별시,강남구,도곡동,961,1동,3.0,305,현대아파트,"서울특별시 강남구 도곡동 961 1동 3층305호 (도곡동,현대아파트)",2023-02-02,64,배당종결,2,1,1,1,64,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/110685/178657.jpg
265,344,2022-2187(1),아파트,서울특별시,서초구,잠원동,70,208동,4.0,402,신반포아파트,"서울특별시 서초구 잠원동 70 208동 4층402호 (잠원동,신반포아파트)",2023-02-02,80,배당종결,1,3,3,3,83,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/2187/185673.jpg
266,345,2022-101664(1),아파트,서울특별시,동작구,신대방동,707,106동,13.0,1308,현대아파트,"서울특별시 동작구 신대방동 707 106동 13층1308호 (신대방동,현대아파트)",2023-02-02,64,배당종결,2,586,375,402,69,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101664/186472.jpg
267,346,2022-990(1),아파트,서울특별시,종로구,홍파동,199,213동,8.0,804,경희궁자이,"서울특별시 종로구 홍파동 199 213동 8층804호 (홍파동,경희궁자이)",2023-02-01,64,잔금납부,2,848,542,585,69,3,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/990/51224_AUTO_258.jpg
268,347,2021-3342(1),아파트,서울특별시,노원구,중계동,599,101동,,303,극동의푸른별2차아파트,"서울특별시 노원구 중계동 599 101동 303호 (중계동,극동의푸른별2차아파트)",2023-02-01,64,배당종결,2,834,533,621,75,2,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/3342/124609.jpg
269,348,2020-102748(1),아파트,서울특별시,관악구,신림동,746-43,,9.0,905,건영아파트,"서울특별시 관악구 신림동 746-43 가동 9층 905호 (신림동,건영아파트)",2023-02-01,80,배당종결,1,601,480,509,85,1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/102748/30562.jpg
270,349,2021-627(1),아파트,서울특별시,강남구,역삼동,754-1,107동,3.0,301,역삼푸르지오,"서울특별시 강남구 역삼동 754-1 107동 3층301호 (역삼동,역삼푸르지오)",2023-02-01,80,배당종결,1,2,1,2,86,2,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/627/29742_AUTO_57.jpg
271,350,2022-101060(1),아파트,서울특별시,동작구,대방동,43-9,,7.0,701,비전아파트,서울특별시 동작구 대방동 43-9 비전아파트 7층701호,2023-02-01,64,배당종결,2,1,953,1,75,9,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101060/196079.jpg
272,351,2022-102483(1),아파트,서울특별시,중구,신당동,844,16동,12.0,1201,남산타운아파트,"서울특별시 중구 신당동 844 16동 12층1201호 (신당동,남산타운아파트)",2023-02-01,64,배당종결,2,119,76,81,68,3,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/102483/194852.jpg
273,352,2022-106027(1),아파트,서울특별시,중구,신당동,844,16동,12.0,1201,남산타운아파트,"서울특별시 중구 신당동 844 16동 12층1201호 (신당동,남산타운아파트)",2023-02-01,80,배당종결,1,119,95,97,82,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/106027/06849_01.png
274,353,2019-210(1),아파트,서울특별시,성북구,석관동,10,108동,25.0,2503,두산아파트,"서울특별시 성북구 석관동 10 108동 25층2503호 (석관동,두산아파트)",2023-02-01,2,배당종결,3,990,506,705,71,73,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2019/210/160492.jpg
275,354,2021-101772(1),아파트,서울특별시,강북구,번동,204,101동,14.0,1404,신원아파트,"서울특별시 강북구 번동 204 101동 14층 1404호 (번동,신원아파트)",2023-02-01,64,배당종결,2,617,394,488,79,11,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/101772/05573_AUTO_111.jpg
276,355,2021-106402(1),아파트,서울특별시,강남구,삼성동,87,,22.0,2202,아이파크삼성동,"서울특별시 강남구 삼성동 87 사우스윙동 22층 2202호 (삼성동, 아이파크삼성동)",2023-01-31,80,배당종결,1,5,4,5,102,3,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/106402/165061.jpg
277,356,2021-110582(1),아파트,서울특별시,영등포구,문래동,3,,1.0,103,문래동동원데쟈뷰,"서울특별시 영등포구 문래동3가 95 제1층 제103호 (문래동3가, 문래동동원데쟈뷰)",2023-01-31,64,배당종결,2,1,684,765,71,7,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/110582/198946.jpg
278,357,2022-100391(1),아파트,서울특별시,구로구,고척동,333,101동,2.0,205,하이리빙아파트,"서울특별시 구로구 고척동 333 제101동 제2층 제205호 (고척동, 하이리빙아파트)",2023-01-31,80,매각,1,455,364,380,84,1,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/100391/281526.jpg
279,358,2022-102178(1),아파트,서울특별시,중랑구,묵동,13,402동,5.0,504,신내아파트,"서울특별시 중랑구 묵동 13 402동 5층504호 (묵동,신내아파트)",2023-01-31,64,배당종결,2,650,416,501,77,4,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/102178/193426.jpg
280,359,2021-50847(1),아파트,서울특별시,송파구,가락동,147-2,,11.0,1101,가락동주상복합,"서울특별시 송파구 가락동 147-2 11층1101호 (가락동,가락동주상복합)",2023-01-30,100,배당종결,0,1,1,1,123,1,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/50847/636351.jpg
281,360,2022-51375(1),아파트,서울특별시,용산구,,1,,1.0,101,원효로1가 로얄카운티-3,"서울특별시 용산구 원효로1가 17-66 지하1층비101호 (원효로1가,원효로1가 로얄카운티-3)",2023-01-17,100,배당종결,0,1,1,1,117,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/51375/206893.jpg
282,361,2021-1953(1),아파트,서울특별시,마포구,공덕동,11-174,,1.0,101,,서울특별시 마포구 공덕동 11-174 1층 101호,2023-01-17,2,배당종결,3,507,259,287,57,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1953/22320_AUTO_88.jpg
283,362,2021-55592(1),아파트,서울특별시,마포구,연남동,573,101동,3.0,304,코오롱하늘채아파트,"서울특별시 마포구 연남동 573 101동 3층304호 (연남동,코오롱하늘채아파트)",2023-01-17,8,배당종결,5,570,186,186,33,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/55592/159947.jpg
284,363,2022-50532(1),아파트,서울특별시,서대문구,홍제동,453,107동,7.0,701,무악청구아파트,"서울특별시 서대문구 홍제동 453 107동 7층701호 (홍제동,무악청구아파트)",2023-01-17,64,배당종결,2,1,704,751,68,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/50532/189079.jpg
285,364,2021-114041(1),아파트,서울특별시,구로구,천왕동,277,501동,3.0,304,천왕이펜하우스5단지,"서울특별시 구로구 천왕동 277 제501동 제3층 제304호 (천왕동, 천왕이펜하우스5단지)",2023-01-17,64,배당종결,2,850,544,660,78,5,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/114041/49111_AUTO_66.jpg
286,365,2022-682(1),아파트,서울특별시,영등포구,여의도동,37,,11.0,1105,미성아파트,"서울특별시 영등포구 여의도동 37 제에이동 제11층 제1105호 (여의도동, 미성아파트)",2023-01-17,80,배당종결,1,1,1,1,82,1,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/682/153473.jpg
287,366,2022-103840(1),아파트,서울특별시,구로구,구로동,807-23,,1.0,102,,서울특별시 구로구 구로동 807-23 제1층 제102호,2023-01-17,64,배당종결,2,165,105,115,70,1,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/103840/263992.jpg
288,367,2021-109172(1),아파트,서울특별시,도봉구,쌍문동,56,113동,8.0,805,삼익세라믹아파트,"서울특별시 도봉구 쌍문동 56 113동 8층 805호 (쌍문동,삼익세라믹아파트)",2023-01-17,64,배당종결,2,75,48,53,71,2,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/109172/209583.jpg
289,368,2020-111513(1),아파트,서울특별시,강남구,삼성동,11,110동,11.0,1102,롯데캐슬프레미어,"서울특별시 강남구 삼성동 11 110동 11층1102호 (삼성동,롯데캐슬프레미어)",2023-01-12,80,배당종결,1,4,3,3,86,4,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/111513/244509.jpg
290,369,2021-1286(1),아파트,서울특별시,관악구,봉천동,1712,140동,6.0,604,관악드림타운,"서울특별시 관악구 봉천동 1712 140동 6층604호 (봉천동,관악드림타운)",2023-01-12,64,배당종결,2,1,742,813,70,3,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/1286/48606_AUTO_472.jpg
291,370,2021-2821(1),아파트,서울특별시,강남구,도곡동,462-2,,17.0,1701,로덴하우스웨스트빌리지,"서울특별시 강남구 도곡동 462-2 17층1701호 (도곡동,로덴하우스웨스트빌리지)",2023-01-12,80,배당종결,1,4,3,4,92,10,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/2821/143925.jpg
292,371,2021-102448(1),아파트,서울특별시,중구,신당동,333-42,,1.0,103,진달래아파트,서울특별시 중구 신당동 333-42 진달래아파트 1층103호,2023-01-12,80,배당종결,1,593,474,512,86,3,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/102448/245398.jpg
293,372,2022-100791(1),아파트,서울특별시,관악구,신림동,1694,110동,14.0,1403,신림현대아파트,"서울특별시 관악구 신림동 1694 110동 14층1403호 (신림동,신림현대아파트)",2023-01-12,64,배당종결,2,1,723,736,65,2,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/100791/151709.jpg
294,373,2020-8248(1),아파트,서울특별시,영등포구,당산동,1,102동,11.0,1103,진로아파트,"서울특별시 영등포구 당산동1가 16-1 제102동 제11층 제1103호 (당산동1가, 진로아파트)",2023-01-12,80,배당종결,1,1,1,1,80,2,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2020/8248/212898.jpg
295,374,2021-6850(1),아파트,서울특별시,양천구,목동,912,523동,2.0,205,목동신시가지아파트,"서울특별시 양천구 목동 912 제523동 제2층 제205호 (목동, 목동신시가지아파트)",2023-01-12,64,배당종결,2,2,1,1,75,18,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/6850/15700_AUTO_30.jpg
296,375,2021-110240(2),아파트,서울특별시,강북구,미아동,1355,101동,15.0,1505,미아한일유앤아이,"서울특별시 강북구 미아동 1355 제101동 제15층 제1505호 (미아동,미아한일유앤아이)",2023-01-11,64,잔금납부,2,951,608,650,68,4,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/110240/192169.jpg
297,376,2021-3237(1),아파트,서울특별시,동작구,신대방동,565,10동,3.0,302,우성아파트,"서울특별시 동작구 신대방동 565 10동 3층302호 (신대방동,우성아파트)",2023-01-11,2,배당종결,3,755,386,536,71,4,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/3237/39944_AUTO_138.jpg
298,377,2021-109425(1),아파트,서울특별시,관악구,신림동,1694,103동,14.0,1405,신림현대아파트,"서울특별시 관악구 신림동 1694 103동 14층1405호 (신림동,신림현대아파트)",2023-01-11,2,배당종결,3,1,646,861,68,18,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/109425/414647.jpg
299,378,2021-106715(1),아파트,서울특별시,성북구,장위동,317,108동,14.0,1405,꿈의숲대명루첸아파트,"서울특별시 성북구 장위동 317 제108동 제14층 제1405호 (장위동,꿈의숲대명루첸아파트)",2023-01-11,64,배당종결,2,1,659,685,67,3,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106715/123509.jpg
300,379,2021-108605(1),아파트,서울특별시,도봉구,쌍문동,56,113동,8.0,805,삼익세라믹아파트,"서울특별시 도봉구 쌍문동 56 제113동 제8층 제805호 (쌍문동,삼익세라믹아파트)",2023-01-11,2,배당종결,3,74,38,52,70,11,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/108605/178179.jpg
